BLOQUES,AREAS,ZONA,GRUPO SUMINISTRO,TOMA DE LUZ,PRODUCTO,DESCRIPCIÓN,DESPIECE,MONTAJE,TIPO MONTAJE,COSTE,FABRICANTE,PROVEEDOR,MARCA,REF./MODELO,UNDS.,PRECIO UND.,DTO.,PRECIO UND. CON DTO.,PRECIO TOTAL,POTENCIA UND.W.,POTENCIA TOTAL W.,ACCESORIO 1,REF./MODELO,UNDS.ACCES. 1,PRECIO ACCES. 1,POTENCIA ACCES.1,ACCESORIO 2,REF./MODELO,UNDS.ACCES. 2,PRECIO ACCES. 2,POTENCIA ACCES.2,ACCESORIO 3,REF./MODELO,UNDS.ACCES. 3,PRECIO ACCES. 3,POTENCIA ACCES.3,ACCESORIO 4,REF./MODELO,UNDS.ACCES. 4,PRECIO ACCES. 4,POTENCIA ACCES.4,PRECIO TOTAL ACCES.,REPUESTOS,REF./MODELO,UNDS.REPTOS.,PRECIO REPTOS.,PRECIO TOTAL REPTOS.,POTENCIA REPUESTOS,TOTAL PRECIO,TOTAL POTENCIA,FLUÍDOS
F,CENTRAL DE ESTERILIZACIÓN LAVANDERÍA,ALMACÉN MATERIAL ESTÉRIL,Cestas pequeñas material esterilizado acero inox.,"Cesta carga apilable SC500, 40x30x14 cm",MATACHANA,85093,8,"43,10€","1,50%","42,45€","339,63€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,CENTRAL DE ESTERILIZACIÓN LAVANDERÍA,RECOGIDA MATERIAL ESTÉRIL,Carro hermético material estéril,"Carro hermético material estéril, en acero inox. calidad AISI 304. Provisto de puerta batiente, 4 topes de goma y 4 ruedas giratorias. Asidero tubular para su conducción. Dimensiones 670*640*1130 mm.",MATACHANA,75004,1,"1.320,00€","1,50%","1.300,20€","1.300,20€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,CENTRAL DE ESTERILIZACIÓN LAVANDERÍA,RECOGIDA MATERIAL ESTÉRIL,Estante varilla para carro hermético,Estante varilla para carro hermético 75004,MATACHANA,81876.2,2,"75,90€","1,50%","74,76€","149,52€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Lama con frente curvo,"Cartel interno, 300x100 mm., ""COZINHA"", lama de aluminio anodizado frente curvo, tapas laterales en negro, color blanco con letras gris oscuro",,,1,"25,38€","0,00%","25,38€","25,38€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Conjunto instalación maquinaria en Luena,Conjunto para instalación de maquinaria en Luena: 6 semanas de trabajo 2 técnicos cualificados (2 semanas ya han sido realizadas en diciembre 2013),,,1,"18.450,00€","0,00%","18.450,00€","18.450,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Fregadero Plonge,"Fregadero Plonge, 1 poza de dimensiones 860*500*380 mm. Dimensiones del mueble 1.000*700*850 mm.",TELLSA,TELLSA PLONGE 1000,1,"1.066,00€","15,00%","906,10€","906,10€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Mesa de entrada lavavajillas,"Mesa de entrada lavavajillas, con desbarase, poza y grifo ducha. Dimensiones 1.800*800*900 mm.",TELLSA,TELLSA MELV 18/8,1,"2.517,00€","15,00%","2.139,45€","2.139,45€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Motobomba para FI-370 y FI-100,Motobomba para FI-370 y FI-100,,Z-201011,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Motobomba para FI-370,Motobomba para FI-370,,Z-101001,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Tobera preaclarado para FI-370,Tobera preaclarado para FI-370,,Z-311831,12,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Tobera aclarado para FI-370 y FI-100,Tobera aclarado para FI-370 y FI-100,,Z-211903,8,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Resistencia boiler para FI-370,Resistencia boiler para FI-370,,,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Lavavajillas de arrastre,"Lavavajillas de arrastre, producción 205 cestas/hora. Dimensiones 2.350*780*1.580 mm.",FAGOR,FAGOR FI-370,1,"24.836,00€","15,00%","21.110,60€","21.110,60€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Termostato limitador para TSE,Termostato limitador para TSE,,,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Termostato de seguridad para TSE,Termostato de seguridad para TSE,,Z276365000,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Túnel de secado,Túnel de secado extra. Dimensiones 800*700*2.000 mm.,FAGOR,FAGOR TSE,1,"4.798,00€","15,00%","4.078,30€","4.078,30€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Mesa de salida,Mesa de salida con guías para almacenar cestas. Dimensiones 1.200*800*900 mm.,TELLSA,TELLSA MSLV 18/8,1,"1.272,00€","15,00%","1.081,20€","1.081,20€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Conjunto de cierre para armarios vajilleros,Conjunto de cierre para armarios vajilleros,,,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Conjuntos de bisagras para armarios vajilleros,Conjuntos de bisagras para armarios vajilleros,,,4,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Armarios vajilleros,Armarios vajilleros. Dimensiones 1.600*600*1.900 mm.,TELLSA,TELLSA AV 16/19,2,"2.155,00€","15,00%","1.831,75€","3.663,50€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Mesa de entrada lavavajillas cúpula,"Mesa de entrada lavavajillas cúpula con fregadero, desbarase y grifo ducha. Dimensiones 1.800*700*900 mm.",TELLSA,TELLSA MELV 18/7,1,"2.454,00€","15,00%","2.085,90€","2.085,90€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Campana para FI-100,Campana para FI-100,,,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Motobomba para FI-370 y FI-100,Motobomba para FI-370 y FI-100,,Z-201011,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Goma para FI-100,Goma para FI-100,,,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Presostato para FI-100,Presostato para FI-100,,,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Resistencia boiler para FI-100,Resistencia boiler para FI-100,,,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Termostato trabajo cuba para FI-100,Termostato trabajo cuba para FI-100,,,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Termostato trabajo boiler para FI-100,Termostato trabajo boiler para FI-100,,,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Tornillo especial para FI-100,Tornillo especial para FI-100,,Q-152016,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Tobera aclarado para FI-370 y FI-100,Tobera aclarado para FI-370 y FI-100,,Z-211903,12,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Casquillo distribuidor para FI-100,Casquillo distribuidor para FI-100,,Z-710712,2,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Arandelas para FI-100,Arandelas para FI-100,,Z-710713,2,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Goma entrada de agua para FI-100,Goma entrada de agua para FI-100,,,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Goma desagüe para FI-100,Goma desagüe para FI-100,,,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Lavavajillas de cúpula,"Lavavajillas de cúpula, producción 900 platos/hora. Dimensiones 675*675*1.400 mm.",FAGOR,FAGOR FI-100,1,"5.243,00€","15,00%","4.456,55€","4.456,55€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Mesa de salida lavavajillas cúpula,Mesa de salida lavavajillas cúpula con guías para almacenar cestas. Dimensiones 1.200*700*900 mm.,TELLSA,TELLSA MSLV 12/7,1,"1.219,00€","15,00%","1.036,15€","1.036,15€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Cesta de lavado,"Dotación de cestas de lavado de 500*500 mm. Base para cubiertos, platos y vasos",FAGOR,CESTAS TUNEL LV,1,"560,00€","15,00%","476,00€","476,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Descalcificador,Descalcificador volumétrico de 150 litros con filtros de malla y filtro de carbón activo. Dimensiones 1.400*1.000*1.800 mm.,ERIE,ERIE BIBLOCK 150,1,"3.848,00€","15,00%","3.270,80€","3.270,80€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Paños de cocina,Paños de cocina 50% lino-50% algodón,CONFECCIONES RAMOS,0,100,"1,04€","0,00%","1,04€","104,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Mantel 120*120,"Mantel básico BLANCO, 120*120",CONFECCIONES RAMOS,0,25,"6,69€","0,00%","6,69€","167,25€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Casaca cocina mujer T.42,"Casaca cocina mujer T.42, cuello V, manga corta, GRANATE",CONFECCIONES RAMOS,CRCASA000001,10,"8,75€","0,00%","8,75€","87,50€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Casaca cocina mujer T.46,"Casaca cocina mujer T.46, cuello V, manga corta, GRANATE",CONFECCIONES RAMOS,CRCASA000001,10,"8,75€","0,00%","8,75€","87,50€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Casaca cocina mujer T.50,"Casaca cocina mujer T.50, cuello V, manga corta, GRANATE",CONFECCIONES RAMOS,CRCASA000001,5,"8,75€","0,00%","8,75€","43,75€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Pantalón cocina mujer T.42,"Pantalón cocina mujer T.42, tergal, GRANATE",CONFECCIONES RAMOS,CRPANT000016,10,"7,30€","0,00%","7,30€","73,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Pantalón cocina mujer T.46,"Pantalón cocina mujer T.46, tergal, GRANATE",CONFECCIONES RAMOS,CRPANT000016,10,"7,30€","0,00%","7,30€","73,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Pantalón cocina mujer T.50,"Pantalón cocina mujer T.50, tergal, GRANATE",CONFECCIONES RAMOS,CRPANT000016,5,"7,30€","0,00%","7,30€","36,50€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Mandil cocina NEGRO,"Mandil tergal, NEGRO",CONFECCIONES RAMOS,CRMAND000009,50,"3,04€","0,00%","3,04€","152,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Mandil cocina BLANCO,"Mandil tergal, BLANCO, 90*60",CONFECCIONES RAMOS,CRMAND000009,50,"3,04€","0,00%","3,04€","152,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Cofia cocina,"Cofia mujer, tergal, BLANCO",CONFECCIONES RAMOS,CRCOFI000001,100,"2,38€","0,00%","2,38€","238,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Zuecos T.41,"Par de zuecos abiertos, T.41, BLANCOS",CONFECCIONES RAMOS,1540,8,"9,50€","0,00%","9,50€","76,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Lavavajillas uso máquina,Lavavajillas para lavado a máquina plus (Kg.),,D.T. - LVV/MAQ+,1008,"1,39€","0,00%","1,39€","1.401,12€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Abrillantador para vajilla y cristalería,Abrillantador para vajilla y cristalería (Kg.),,D.T. - ABR/MAN,400,"1,54€","0,00%","1,54€","616,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Lavavajillas uso manual,Lavavajillas uso manual (Kg.),,D.T. - LVV/MAN,1000,"0,76€","0,00%","0,76€","760,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Limpiasuelos,Limpiasuelos neutro bactericida (Kg.),,D.T. - SUE/BAC,500,"1,05€","0,00%","1,05€","525,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Desengrasante,Desengrasante plus cocinas y suelos duros (Kg.),,D.T. - DES+,500,"1,50€","0,00%","1,50€","750,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,OFFICE-PLONGE,Limpiacristales,Limpiacristales y multiusos (Kg.),,D.T. - CRI/MULTI,500,"1,05€","0,00%","1,05€","525,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Lavamanos mural,Lavamanos mural de pie con 2 aguas. Dimensiones 450*500*850 mm.,TELLSA,TELLSA LVM MURAL,1,"471,00€","15,00%","400,35€","400,35€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Tomas de corriente superficie,Conjunto de tomas de corriente superficie para mesa central (6 para colocar y 2 de repuesto),,,1,"232,60€","0,00%","232,60€","232,60€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Mesa de trabajo cocina,Mesa de trabajo. Dimensiones 1.500*700*850 mm.,TELLSA,TELLSA MTN 1500,1,"690,00€","15,00%","586,50€","586,50€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Muebles cocina,Elementos neutros. Dimensiones 850*900*290 mm.,FAGOR,FAGOR EN-910,4,"987,00€","15,00%","838,95€","3.355,80€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Reductor 37 grs. 4 Kg. para instalación de gas,Reductor 37 grs. 4 Kg. para instalación de gas,,,3,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Reductor 37 grs. 10 Kg. para instalación de gas,Reductor 37 grs. 10 Kg. para instalación de gas,,,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Llave 1/2 1/2 gas para instalación de gas,Llave 1/2 1/2 gas para instalación de gas,,,2,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Preinstalación de gas,"Preinstalación de gas en 2 bloques de cocción, 5 y 3 elementos, 10 llaves de gas, 8 reguladores, 2 colectores de cobre y 2 armarios de regulación",TELLSA,GAS,1,"4.148,00€","15,00%","3.525,80€","3.525,80€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Bloque inferior de cocción grande,Bloque inferior de cocción grande. Dimensiones 3.400*1.800*600 mm.,TELLSA,TELLSA MBI 34/18,1,"3.648,00€","15,00%","3.100,80€","3.100,80€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Correa para cabina VTC 18/18,Correa para cabina VTC 18/18,,SPZ-1500.3V.596,2,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Cabina de aspiración grande,Cabina de aspiración cubick 18/18. Incluye soporte de cabina,ARVEN,ARVEN VTC 18/18,1,"1.350,00€","15,00%","1.147,50€","1.147,50€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Bloque inferior de cocción pequeño,Bloque inferior de cocción pequeño. Dimensiones 1.000*900*600 mm.,TELLSA,TELLSA MBI 10/9,1,"700,00€","15,00%","595,00€","595,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Correa para cabina VTC 15/15,Correa para cabina VTC 15/15,,SPZ-1250.LP-1263.LA,2,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Cabina de aspiración pequeña,Cabina de aspiración cubick 15/15. Incluye soporte de cabina,ARVEN,ARVEN VTC 15/15,1,"980,00€","15,00%","833,00€","833,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Fregadero 2 pozas,Fregadero 2 pozas. Dimensiones 1.400*700*850 mm. Dimensiones de las cubas 600*500*330 mm.,TELLSA,TELLSA F 2C 1400,1,"1.379,00€","15,00%","1.172,15€","1.172,15€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Sifones para mesas fregaderos,Sifones para mesas fregaderos,,,6,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Grifos 2 aguas para mesas fregaderos,Grifos 2 aguas para mesas fregaderos,,,2,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Fregadero 1 poza,Fregadero 1 poza. Dimensiones 1.200*700*850 mm. Dimensiones de la poza 500*500*300 mm.,TELLSA,TELLSA F 1C 1200,1,"920,00€","15,00%","782,00€","782,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Armario de frío,"Armario de frío panelable de cocina, 2 puertas enteras y 2 medias puertas. Dimensiones 2.600*1.000*2.120 mm.",INFRICO,INFRICO AMD/P 2604,1,"3.644,00€","15,00%","3.097,40€","3.097,40€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Grupo de frío,Grupo de frío de techo tropicalizado,INFRICO,INFRICO MCR-NF 1016,1,"1.907,00€","15,00%","1.620,95€","1.620,95€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Llave de gas para CG-940-H,Llave de gas para CG-940-H,,U912115,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Llave de gas para CG-940-H,Llave de gas para CG-940-H,,U912109,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Termopar para CG-940-H,Termopar para CG-940-H,,,4,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Piloto para CG-940-H,Piloto para CG-940-H,,,2,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,"Cocina a gas, acero inox.","Bloque de cocción, potencia a gas. Dimensiones 850*900*290 mm.",FAGOR,FAGOR CG-940 H,2,"2.686,00€","15,00%","2.283,10€","4.566,20€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Conmutador EGO para CE-920,Conmutador EGO para CE-920,,U673007,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Cocina eléctrica,Cocina eléctrica de 2 platos eléctricos. Dimensiones 425*900*290 mm.,FAGOR,FAGOR CE-920,1,"2.397,00€","15,00%","2.037,45€","2.037,45€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Kit de sistema de extinción para campana central,"Kit de sistema de extinción integrado Arven 40-F para campana central. Juego de extintores en número suficiente de eficacia 40-F. Tubo sonda, válvula de actuación, latiguillo, válvula antiretorno, presostato, juego de sprinklers, embellecedores de sprinklers, conductores necesarios, armario inox. para extintores y manual de instrucciones para instalación",,,1,"5.280,00€","0,00%","5.280,00€","5.280,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Extractor central,Campana central con forma y 16 filtros de lamas de acero inoxidable. Incluye conducto de 600 mm. de diámetro y collarines correspondientes. Dimensiones 4.500*2.200*750 mm.,TELLSA,TELLSA CC 4000,1,"7.400,00€","15,00%","6.290,00€","6.290,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Filtros de lamas de acero inoxidable para campanas,Filtros de lamas de acero inoxidable para campanas,,,5,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Kit de sistema de extinción para campana mural en zona horno,"Kit de sistema de extinción integrado Arven 40-F para campana mural en zona horno. Extintor de eficacia 40-F. Tubo sonda, válvula de actuación, latiguillo, válvula antiretorno, presostato, juego de sprinklers, embellecedores de sprinklers, conductores necesarios, armario inox. para extintor y manual de instrucciones para instalación",,,1,"1.536,00€","0,00%","1.536,00€","1.536,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Extractor mural,Campana mural con forma y 6 filtros de lamas de inoxidable. Incluye conducto de 600 mm. de diámetro y sus collarines correspondientes. Dimensiones 3.500*1.200*750 mm.,TELLSA,TELLSA CM 3000,1,"2.900,00€","15,00%","2.465,00€","2.465,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Termostato de trabajo para FG-910,Termostato de trabajo para FG-910,,X163010,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Termostato de seguridad para FG-910,Termostato de seguridad para FG-910,,X163001,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Termopar para FG-910,Termopar para FG-910,,,2,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,COCINA,PREPARACIÓN DE ALIMENTOS Y COCINADO,Piloto para FG-910,Piloto para FG-910,,,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
