"PRODUCTO"|"DESCRIPCION"|NA|"BLOQUE"|"AREA"|"ZONA"|"REVISION"|"ACCION"|"OBSERVACION"|"PROVEEDOR"|"REFERENCIA"|"UNIDADES"
"1832"|"Aspirador de alto vacío"|NA|"B"|"QUIRÚRGICA"|"SALA PRE-ANESTESIA"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"2 "
"2155"|"Aspirador de alto vacío"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA POSTANESTESIA"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"6 "
"2270"|"Aspirador de alto vacío"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE TRATAMIENTOS"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"3 "
"2385"|"Aspirador de alto vacío"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO VIP 1"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"1 "
"2406"|"Aspirador de alto vacío"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO VIP 2"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"1 "
"2425"|"Aspirador de alto vacío"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO VIP 3"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"1 "
"2446"|"Aspirador de alto vacío"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO CIRUGÍA"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"5 "
"2469"|"Aspirador de alto vacío"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO TRAUMA"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"10 "
"2497"|"Aspirador de alto vacío"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"10 "
"2623"|"Aspirador de alto vacío"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"QUEMADOS"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"4 "
"2752"|"Aspirador de alto vacío"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO VIP 1"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"1 "
"2773"|"Aspirador de alto vacío"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO VIP 2"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"1 "
"2792"|"Aspirador de alto vacío"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO VIP 3"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"1 "
"2815"|"Aspirador de alto vacío"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"INTERNAMIENTO GENERAL"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"17 "
"2843"|"Aspirador de alto vacío"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"INTERNAMIENTO ENFERMEDADES INFECCIOSAS"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"10 "
"2872"|"Aspirador de alto vacío"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"INTERNAMIENTO GENERAL"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"5 "
"3896"|"Aspirador de alto vacío"|NA|"E"|"HEMODIÁLISIS"|"SERVICIO DE HEMODIÁLISIS"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"4 "
"5007"|"Aspirador de alto vacío"|NA|"G"|"INTERNAMIENTO"|"INTERNAMIENTO PEDIÁTRICO"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"3 "
"5012"|"Aspirador de alto vacío"|NA|"G"|"INTERNAMIENTO"|"INTERNAMIENTO PEDIÁTRICO"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"1 "
"5014"|"Aspirador de alto vacío"|NA|"G"|"INTERNAMIENTO"|"INTERNAMIENTO PEDIÁTRICO"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"1 "
"6021"|"Aspirador de secreciones portátil"|NA|"A"|"DE URGENCIAS"|"BOXES OBSERVACIÓN MEDICINA"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"IBOR MÉDICA"|"02040007"|"1 "
"8601"|"Aspirador de secreciones portátil"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"IBOR MÉDICA"|"02040007"|"1 "
"21211"|"Aspirador de secreciones portátil"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO CIRUGÍA MENOR"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"IBOR MÉDICA"|"02040007"|"1 "
"21721"|"Aspirador de secreciones portátil"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA POSTANESTESIA"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"IBOR MÉDICA"|"02040007"|"1 "
"22461"|"Aspirador de secreciones portátil"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"CONTROL DE ENFERMERÍA"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"IBOR MÉDICA"|"02040007"|"1 "
"29521"|"Aspirador de secreciones portátil"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"CONTROL ENFERMERÍA"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"IBOR MÉDICA"|"02040007"|"1 "
"51861"|"Aspirador de secreciones portátil"|NA|"G"|"INTERNAMIENTO"|"SALA DE ENFERMERÍA"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"IBOR MÉDICA"|"02040007"|"1 "
"6011"|"Aspirador de secreciones"|NA|"A"|"DE URGENCIAS"|"BOXES OBSERVACIÓN MEDICINA"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"DRÄGER MEDICAL"|"MP00506"|"1 "
"8591"|"Aspirador de secreciones"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"DRÄGER MEDICAL"|"MP00506"|"1 "
"20321"|"Aspirador de secreciones"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"DRÄGER MEDICAL"|"MP00506"|"1 "
"20821"|"Aspirador de secreciones"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 2"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"DRÄGER MEDICAL"|"MP00506"|"1 "
"25481"|"Aspirador de secreciones"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"REPUESTOS DRÄGER MEDICAL"|"MP00506"|"1 "
"25491"|"Aspirador de secreciones"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"DRÄGER MEDICAL"|"MP00506"|"1 "
"26401"|"Aspirador de secreciones"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"QUEMADOS"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"DRÄGER MEDICAL"|"MP00506"|"1 "
"2030"|"Aspirador eléctrico quirúrgico pequeño"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"HERSILL"|"5320556"|"1 "
"5961"|"Bomba de infusión"|NA|"A"|"DE URGENCIAS"|"BOXES OBSERVACIÓN MEDICINA"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"2 "
"8681"|"Bomba de infusión"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"2 "
"20451"|"Bomba de infusión"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"1 "
"20941"|"Bomba de infusión"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 2"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"1 "
"21321"|"Bomba de infusión"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO CIRUGÍA MENOR"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"1 "
"21741"|"Bomba de infusión"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA POSTANESTESIA"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"1 "
"23051"|"Bomba de infusión"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"ALMACÉN"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"4 "
"25271"|"Bomba de infusión"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"4 "
"26391"|"Bomba de infusión"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"QUEMADOS"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"2 "
"27401"|"Bomba de infusión"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"SALA DE ÚTILES"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"4 "
"49531"|"Bomba de infusión"|NA|"G"|"URGENCIAS PEDIÁTRICAS"|"BOXES DE URGENCIAS PEDIÁTRICAS"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"3 "
"50751"|"Bomba de infusión"|NA|"G"|"INTERNAMIENTO"|"ALMACÉN"|"Semestral"|"Control de infusion con jeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180012"|"3 "
"2046"|"Bomba de infusión jeringa"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Semestral"|"Control de perfucion conjeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180011"|"1 "
"2095"|"Bomba de infusión jeringa"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 2"|"Semestral"|"Control de perfucion conjeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180011"|"1 "
"2133"|"Bomba de infusión jeringa"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO CIRUGÍA MENOR"|"Semestral"|"Control de perfucion conjeringa"|"Jeringa calibrada al mismo caudal"|"IBOR MÉDICA"|"01180011"|"1 "
"1797"|"Bomba Hysteroflow II"|NA|"B"|"QUIRÚRGICA"|"SALA EQUIPAMIENTOS"|"Semestral"|"Revision de motor y tubos"|""|"6º envío OLYMUS"|"WA40620A"|"1 "
"1770"|"Cámara Torre de Endoscopia"|NA|"B"|"QUIRÚRGICA"|"SALA EQUIPAMIENTOS"|"Semestral"|"Limpieza de objetivo, revision de cableado"|"Interconexiones"|"OLYMPUS"|"N3046640"|"1 "
"20422"|"Calentador de sangre e infusiones"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|""|""|""|"5º envío IBOR MÉDICA"|"01180005"|"1 "
"49522"|"Calentador de sangre e infusiones"|NA|"G"|"URGENCIAS PEDIÁTRICAS"|"BOXES DE URGENCIAS PEDIÁTRICAS"|""|""|""|"5º envío repuestos IBOR MÉDICA"|"01180005"|"1 "
"1808"|"Vaina interna Resector"|NA|"B"|"QUIRÚRGICA"|"SALA EQUIPAMIENTOS"|"Semestral"|"Revision de interior y conductos"|"Observar que no esta curvado"|"OLYMPUS"|"A22026A"|"1 "
"2024"|"Capnógrafo/Pulsioxímetro"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Anual"|"Revision de baterias, y cambleado de trasductores"|""|"5º envío ERGOMETRIX"|"ORD.E02.000"|"1 "
"2029"|"Aspirador quirúrgico con carro"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"HERSILL"|"5351803"|"1 "
"2079"|"Aspirador quirúrgico con carro"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 2"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"HERSILL"|"5351803"|"1 "
"2120"|"Aspirador quirúrgico con carro"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO CIRUGÍA MENOR"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"HERSILL"|"5351803"|"1 "
"851"|"Carro de aspiración drenaje torácico"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"HERSILL"|"5352800"|"1 "
"2173"|"Carro de aspiración drenaje torácico"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA POSTANESTESIA"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"HERSILL"|"5352800"|"1 "
"2532"|"Carro de aspiración drenaje torácico"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Semestral"|"Limpieza de conductos, revision y engrasado de Motor"|""|"HERSILL"|"5352800"|"1 "
"1815"|"VídeoColonoscopio"|NA|"B"|"QUIRÚRGICA"|"SALA EQUIPAMIENTOS"|"Semestral"|"Reision de conexiones, fibra y canales"|"Si se puede hacer prueba de estanqueidad"|"OLYMPUS"|"N2116930"|"1 "
"1768"|"Fuente de luz Torre de Endoscopia"|NA|"B"|"QUIRÚRGICA"|"SALA EQUIPAMIENTOS"|"Anual"|"Revision de cableado, y fibra"|""|"OLYMPUS"|"N3643350"|"1 "
"1767"|"Procesado de imagen Torre de Endoscopia"|NA|"B"|"QUIRÚRGICA"|"SALA EQUIPAMIENTOS"|"Anual"|"Revision de cableado"|"Conexiones con tubo, alimentacion etc.."|"OLYMPUS"|"N3643260"|"1 "
"8831"|"Desfibrilador con monitor"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Mensual"|"Test de descarga, revision de cableado y baterias"|""|"IBOR MÉDICA"|"01030154"|"1 "
"15141"|"Desfibrilador con monitor"|NA|"A"|"DE IMAGIOLOGÍA"|"SALA TAC"|"Mensual"|"Test de descarga, revision de cableado y baterias"|""|"IBOR MÉDICA"|"01030154"|"1 "
"20271"|"Desfibrilador con monitor"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Mensual"|"Test de descarga, revision de cableado y baterias"|""|"IBOR MÉDICA"|"01030154"|"1 "
"22301"|"Desfibrilador con monitor"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"CONTROL DE ENFERMERÍA"|"Mensual"|"Test de descarga, revision de cableado y baterias"|""|"IBOR MÉDICA"|"01030154"|"1 "
"25181"|"Desfibrilador con monitor"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Mensual"|"Test de descarga, revision de cableado y baterias"|""|"IBOR MÉDICA"|"01030154"|"1 "
"49811"|"Desfibrilador con monitor"|NA|"G"|"URGENCIAS PEDIÁTRICAS"|"BOXES DE URGENCIAS PEDIÁTRICAS"|"Mensual"|"Test de descarga, revision de cableado y baterias"|""|"IBOR MÉDICA"|"01030154"|"1 "
"2025"|"Bisturí eléctrico cirugía"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|""|"Prueba funcional de pedal y mango con electrodo neutro"|""|"5º envío repuestos IBOR MÉDICA"|"011200034"|"1 "
"2026"|"Bisturí eléctrico cirugía"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|""|"Prueba funcional de pedal y mango con electrodo neutro"|""|"IBOR MÉDICA"|"01120034"|"1 "
"2076"|"Bisturí eléctrico mono/bipolar"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 2"|""|"Prueba funcional de pedal y mango con electrodo neutro"|""|"5º envío repuestos IBOR MÉDICA"|"01120006"|"1 "
"2077"|"Bisturí eléctrico mono/bipolar"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 2"|""|"Prueba funcional de pedal y mango con electrodo neutro"|""|"IBOR MÉDICA"|"01120006"|"1 "
"2117"|"Bisturí eléctrico mono/bipolar"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO CIRUGÍA MENOR"|""|"Prueba funcional de pedal y mango con electrodo neutro"|""|"5º envío repuestos IBOR MÉDICA"|"01120006"|"1 "
"2118"|"Bisturí eléctrico mono/bipolar"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO CIRUGÍA MENOR"|""|"Prueba funcional de pedal y mango con electrodo neutro"|""|"IBOR MÉDICA"|"01120006"|"1 "
"2020"|"Máquina de anestesia"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Semestral"|"Revision electrica, filtros, concertina,…"|"revisar tubos de intubacion y flitros, saco de silices, rotrametros…"|"DRÄGER MEDICAL"|"FABIUS PLUS+SCIO+VISTA XL+2 VAPOR"|"1 "
"2075"|"Máquina de anestesia"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 2"|"Semestral"|"Revision electrica, filtros, concertina,…"|"revisar tubos de intubacion y flitros, saco de silices, rotrametros…"|"DRÄGER MEDICAL"|"FABIUS PLUS+SCIO+VISTA XL+2 VAPOR"|"1 "
"20201"|"Máquina de anestesia"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Semestral"|"Revision de rotametros, concertina, deposito de silices, autotest"|"Revisar parámetros marcados por la casa"|"DRÄGER MEDICAL"|"FABIUS PLUS+SCIO+VISTA XL+2 VAPOR"|"1 "
"20751"|"Máquina de anestesia"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 2"|"Semestral"|"Revision de rotametros, concertina, deposito de silices, autotest"|"Revisar parámetros marcados por la casa"|"DRÄGER MEDICAL"|"FABIUS PLUS+SCIO+VISTA XL+2 VAPOR"|"1 "
"2031"|"Equipo de isquemia neumático con manguitos"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Semestral"|"Revision de bomba de bacio"|""|"HERSILL"|"20-54-XXX/20-50-XXX/20-20-060/20-20-080/20-20-100/20-20-120/20-20150"|"1 "
"2081"|"Equipo de ventilación Jet"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 2"|"Semestral"|"Comprobación de filtro, pistos de ventilacion, baterias"|""|"HERSILL"|"0131460"|"1 "
"2130"|"Equipo de ventilación Jet"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO CIRUGÍA MENOR"|"Semestral"|"Comprobación de filtro, pistos de ventilacion, baterias"|""|"HERSILL"|"0131460"|"1 "
"1801"|"Fiador Artroscopio"|NA|"B"|"QUIRÚRGICA"|"SALA EQUIPAMIENTOS"|"Semestral"|"Revision de optica"|""|"OLYMPUS"|"A70955A"|"1 "
"2146"|"Fuente de alimentación ininterrumpida (SAI) 3KVA"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO CIRUGÍA MENOR"|"Anual"|"Revioson de baterias, realizar prueba de bypass"|""|"CISA"|"INDXXFA3KVA"|"1 "
"2066"|"Fuente de alimentación ininterrumpida (SAI) 5KVA"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Anual"|"Revioson de baterias, realizar prueba de bypass"|""|"CISA"|"INDXXFA5KVA"|"1 "
"2111"|"Fuente de alimentación ininterrumpida (SAI) 5KVA"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 2"|"Anual"|"Revioson de baterias, realizar prueba de bypass"|""|"CISA"|"INDXXFA5KVA"|"1 "
"1803"|"Generador eléctrico Resector"|NA|"B"|"QUIRÚRGICA"|"SALA EQUIPAMIENTOS"|"Semestral"|"Revision de cableado"|"Revisar los distintos modos corte coagulación, pedal y manual"|"OLYMPUS"|"WB91051W"|"1 "
"1769"|"Insuflador Torre de Endoscopia"|NA|"B"|"QUIRÚRGICA"|"SALA EQUIPAMIENTOS"|"Semestral"|"Revision de motor y tubos"|""|"OLYMPUS"|"N1000161"|"1 "
"2019"|"Lámpara Scialítica"|"Lámpara Scialítica"|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Anual"|"Limpieza de capsula interna, comprobacion de lampara principal y de emergencia"|""|"DRÄGER MEDICAL"|"SOLA 700/500"|"1 "
"2074"|"Lámpara Scialítica"|"Lámpara Scialítica"|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 2"|"Anual"|"Limpieza de capsula interna, comprobacion de lampara principal y de emergencia"|""|"DRÄGER MEDICAL"|"SOLA 700/500"|"1 "
"2011"|"Mesa quirúrgica con accesorios diferentes cirugías"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Anual"|"Engrase de articulaciones"|"Limpieza y lubrificacion si es necesario"|"ANTONIO MATACHANA, S.A."|"84622.2"|"1 "
"2068"|"Mesa quirúrgica con accesorios diferentes cirugías"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 2"|"Anual"|"Engrase de articulaciones"|"Limpieza y lubrificacion si es necesario"|"ANTONIO MATACHANA, S.A."|"84622.2"|"1 "
"21661"|"Monitor de signos vitales (c/carro)"|"Monitor de signos vitales (c/carro)"|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA POSTANESTESIA"|"Anual"|""|""|"DRÄGER MEDICAL"|"VISTA XL"|"2 "
"49701"|"Monitor de signos vitales (c/carro)"|"Monitor de signos vitales (c/carro)"|"G"|"URGENCIAS PEDIÁTRICAS"|"BOXES DE URGENCIAS PEDIÁTRICAS"|"Anual"|""|""|"DRÄGER MEDICAL"|"VISTA XL"|"1 "
"50341"|"Monitor de signos vitales (c/carro)"|"Monitor de signos vitales (c/carro)"|"G"|"INTERNAMIENTO"|"INTERNAMIENTO PEDIÁTRICO"|"Anual"|""|""|"DRÄGER MEDICAL"|"VISTA XL"|"1 "
"1766"|"Monitor Torre de Endoscopia"|NA|"B"|"QUIRÚRGICA"|"SALA EQUIPAMIENTOS"|"Anual"|"Revision de cableado"|"Ajuste automatico, y limpieza de salpicaduras"|"OLYMPUS"|"N3629160"|"1 "
"5921"|"Monitor constantes vitales base rodable"|NA|"A"|"DE URGENCIAS"|"BOXES OBSERVACIÓN MEDICINA"|"Semestral"|"Revision de baterias, y cambleado de trasductores"|""|"IBOR MÉDICA"|"01040062"|"1 "
"8481"|"Monitor constantes vitales base rodable"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Semestral"|"Revision de baterias, y cambleado de trasductores"|""|"IBOR MÉDICA"|"01040062"|"2 "
"21681"|"Monitor constantes vitales base rodable"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA POSTANESTESIA"|"Semestral"|"Revision de baterias, y cambleado de trasductores"|""|"IBOR MÉDICA"|"01040062"|"1 "
"24551"|"Monitor constantes vitales base rodable"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO CIRUGÍA"|"Semestral"|"Revision de baterias, y cambleado de trasductores"|""|"IBOR MÉDICA"|"01040062"|"1 "
"24821"|"Monitor constantes vitales base rodable"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"SALA DE INTERNAMIENTO TRAUMA"|"Semestral"|"Revision de baterias, y cambleado de trasductores"|""|"IBOR MÉDICA"|"01040062"|"2 "
"25591"|"Monitor constantes vitales base rodable"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Semestral"|"Revision de baterias, y cambleado de trasductores"|""|"IBOR MÉDICA"|"01040062"|"1 "
"26371"|"Monitor constantes vitales base rodable"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"QUEMADOS"|"Semestral"|"Revision de baterias, y cambleado de trasductores"|""|"IBOR MÉDICA"|"01040062"|"1 "
"28271"|"Monitor constantes vitales base rodable"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"INTERNAMIENTO GENERAL"|"Semestral"|"Revision de baterias, y cambleado de trasductores"|""|"IBOR MÉDICA"|"01040062"|"3 "
"28561"|"Monitor constantes vitales base rodable"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"INTERNAMIENTO ENFERMEDADES INFECCIOSAS"|"Semestral"|"Revision de baterias, y cambleado de trasductores"|""|"IBOR MÉDICA"|"01040062"|"2 "
"28851"|"Monitor constantes vitales base rodable"|NA|"D"|"DE INTERNAMIENTO GENERAL"|"INTERNAMIENTO GENERAL"|"Semestral"|"Revision de baterias, y cambleado de trasductores"|""|"IBOR MÉDICA"|"01040062"|"1 "
